name,a,e,p,incl,node,argper,Tp,meananomaly,trueanomaly,period,Q
Mercury,0.3870983896739176,0.2056443534543679,0.3074937916061979,7.001968702146713,48.26823046897874,29.26868992479485,2469799.912098812,31.05229688140852,46.40020156689934,0.24084247361961697,0.4667029877416373
Venus,0.7233335516405178,0.006768928537377821,0.7184373585207756,3.394152601956179,76.54080941409045,54.85429029142922,2469714.190844026,149.4930323056752,149.8839383128083,0.6151888448949463,0.72822974476026
Earth,0.9999208959923455,0.01662109227099282,0.9833011185163628,0.007189949718652648,163.0694437020672,301.4191300456335,2469811.854551183,355.7076052075369,355.5620368911052,0.9998823039193816,1.016540673468328
Mars,1.523614508347799,0.0935720925080473,1.381046710626075,1.845495078564715,49.40903366566827,286.8625738102192,2470056.853953753,229.3204129282074,221.7877987235075,1.8806745488484562,1.666182306069522
Jupiter,5.203084633056114,0.04798494348957452,4.953414910967444,1.303302742313979,100.5924884399567,275.0276149420638,2468650.831472716,96.10120781226271,101.5259780753825,11.862745539744813,5.452754355144784
Saturn,9.513699989894292,0.05562189123086862,8.984530003853276,2.490216104346957,113.5083523657907,339.3353039635178,2474316.184031168,208.542162428769,205.6735855501594,29.34020818557694,10.04286997593531
Uranus,19.2548755397618,0.05046125351758534,18.28325038370033,0.7713960017967876,74.26407491540466,95.25547409890628,2469992.267124789,357.8446034621064,357.6125400793757,84.48948477904148,20.22650069582327
Neptune,30.17102838106229,0.01174351600445353,29.81671442639847,1.769769571713775,131.8432015544844,281.7001702415345,2469686.830593653,0.7176740836434174,0.7347806202525129,165.7200496429223,30.52534233572611
Pluto,39.20682859478524,0.251172232604724,29.3591619232823,17.3320037732983,111.0355648965501,111.437693287636,2447625.958260544,89.05395934672444,116.8521389351255,245.49555762890895,49.05449526628819
